voxel_id,fix_x,fix_y,original_id
car_0286_x75_y45_aug_20_185,-173,-126,car_0286_x75_y45
sofa_0216_x110_y160_aug_21_185,-172,152,sofa_0216_x110_y160
lamp_0025_x25_y165_aug_22_185,-173,160,lamp_0025_x25_y165
curtain_0143_x25_y45_aug_23_185,-173,-104,curtain_0143_x25_y45
lamp_0083_x50_y160_aug_24_185,-171,167,lamp_0083_x50_y160
bookshelf_0504_x165_y5_aug_25_185,-172,-6,bookshelf_0504_x165_y5
bookshelf_0320_x20_y60_aug_26_185,-175,125,bookshelf_0320_x20_y60
vase_0069_x90_y65_aug_27_185,-175,27,vase_0069_x90_y65
bowl_0042_x5_y70_aug_28_185,-173,-21,bowl_0042_x5_y70
chair_0117_x90_y65_aug_29_185,-174,96,chair_0117_x90_y65
bed_0163_x135_y80_aug_30_185,-172,82,bed_0163_x135_y80
cone_0071_x155_y100_aug_31_185,-173,-18,cone_0071_x155_y100
bottle_0207_x120_y125_aug_32_185,-175,150,bottle_0207_x120_y125
vase_0543_x130_y30_aug_33_185,-173,174,vase_0543_x130_y30
bowl_0053_x10_y65_aug_34_185,-171,-84,bowl_0053_x10_y65
bottle_0348_x35_y60_aug_35_185,-174,93,bottle_0348_x35_y60
tent_0132_x15_y35_aug_36_185,-174,108,tent_0132_x15_y35
bookshelf_0265_x40_y40_aug_37_185,-171,84,bookshelf_0265_x40_y40
cone_0078_x175_y125_aug_38_185,-172,-10,cone_0078_x175_y125
laptop_0045_x115_y80_aug_39_185,-174,10,laptop_0045_x115_y80
bench_0122_x25_y125_aug_40_185,-171,-28,bench_0122_x25_y125
chair_0545_x125_y65_aug_41_185,-173,-111,chair_0545_x125_y65
dresser_0115_x100_y135_aug_42_185,-171,162,dresser_0115_x100_y135
vase_0190_x170_y30_aug_43_185,-172,-169,vase_0190_x170_y30
vase_0280_x105_y20_aug_44_185,-171,-159,vase_0280_x105_y20
cup_0053_x170_y5_aug_45_185,-173,171,cup_0053_x170_y5
cup_0025_x130_y170_aug_46_185,-173,-59,cup_0025_x130_y170
bottle_0395_x170_y145_aug_47_185,-173,-160,bottle_0395_x170_y145
vase_0458_x55_y150_aug_48_185,-171,-149,vase_0458_x55_y150
cone_0078_x155_y60_aug_49_185,-171,114,cone_0078_x155_y60
vase_0311_x70_y5_aug_0_190,-170,39,vase_0311_x70_y5
vase_0543_x75_y40_aug_1_190,-168,50,vase_0543_x75_y40
bowl_0053_x105_y145_aug_2_190,-166,59,bowl_0053_x105_y145
cup_0081_x80_y160_aug_3_190,-170,148,cup_0081_x80_y160
bottle_0344_x20_y70_aug_4_190,-167,-59,bottle_0344_x20_y70
sofa_0409_x75_y60_aug_5_190,-168,-13,sofa_0409_x75_y60
person_0075_x70_y20_aug_6_190,-169,-124,person_0075_x70_y20
vase_0543_x70_y170_aug_7_190,-168,178,vase_0543_x70_y170
sink_0031_x90_y40_aug_8_190,-170,-39,sink_0031_x90_y40
vase_0493_x60_y55_aug_9_190,-168,-157,vase_0493_x60_y55
chair_0014_x5_y90_aug_10_190,-166,166,chair_0014_x5_y90
bowl_0068_x50_y145_aug_11_190,-168,-104,bowl_0068_x50_y145
person_0013_x145_y45_aug_12_190,-170,-145,person_0013_x145_y45
cone_0071_x125_y60_aug_13_190,-166,144,cone_0071_x125_y60
sofa_0610_x110_y25_aug_14_190,-166,48,sofa_0610_x110_y25
chair_0610_x150_y140_aug_15_190,-169,140,chair_0610_x150_y140
bathtub_0122_x85_y0_aug_16_190,-170,33,bathtub_0122_x85_y0
curtain_0143_x100_y90_aug_17_190,-169,51,curtain_0143_x100_y90
bottle_0344_x20_y70_aug_18_190,-166,-159,bottle_0344_x20_y70
vase_0543_x25_y25_aug_19_190,-166,158,vase_0543_x25_y25
mantel_0144_x145_y170_aug_20_190,-170,58,mantel_0144_x145_y170
cup_0076_x150_y0_aug_21_190,-167,-74,cup_0076_x150_y0
mantel_0144_x140_y25_aug_22_190,-169,27,mantel_0144_x140_y25
chair_0466_x65_y175_aug_23_190,-167,-62,chair_0466_x65_y175
vase_0262_x130_y80_aug_24_190,-170,-127,vase_0262_x130_y80
chair_0028_x65_y170_aug_25_190,-168,-57,chair_0028_x65_y170
bowl_0052_x125_y80_aug_26_190,-168,129,bowl_0052_x125_y80
bottle_0205_x70_y140_aug_27_190,-169,-119,bottle_0205_x70_y140
chair_0858_x170_y55_aug_28_190,-167,84,chair_0858_x170_y55
cone_0071_x85_y35_aug_29_190,-167,-44,cone_0071_x85_y35
vase_0190_x20_y40_aug_30_190,-167,151,vase_0190_x20_y40
dresser_0018_x45_y160_aug_31_190,-169,-109,dresser_0018_x45_y160
piano_0135_x130_y130_aug_32_190,-169,-15,piano_0135_x130_y130
table_0457_x45_y170_aug_33_190,-170,-38,table_0457_x45_y170
curtain_0075_x75_y20_aug_34_190,-167,-34,curtain_0075_x75_y20
cup_0083_x120_y30_aug_35_190,-170,7,cup_0083_x120_y30
bowl_0061_x125_y135_aug_36_190,-167,92,bowl_0061_x125_y135
sofa_0216_x85_y115_aug_37_190,-166,102,sofa_0216_x85_y115
bowl_0061_x150_y65_aug_38_190,-168,-35,bowl_0061_x150_y65
cone_0063_x100_y85_aug_39_190,-167,-112,cone_0063_x100_y85
vase_0174_x15_y145_aug_40_190,-170,171,vase_0174_x15_y145
chair_0298_x175_y170_aug_41_190,-170,-84,chair_0298_x175_y170
cup_0071_x125_y35_aug_42_190,-166,-67,cup_0071_x125_y35
vase_0262_x90_y80_aug_43_190,-168,-124,vase_0262_x90_y80
chair_0386_x95_y100_aug_44_190,-170,-39,chair_0386_x95_y100
vase_0493_x170_y100_aug_45_190,-169,147,vase_0493_x170_y100
sofa_0216_x75_y70_aug_46_190,-166,-10,sofa_0216_x75_y70
dresser_0115_x45_y140_aug_47_190,-167,160,dresser_0115_x45_y140
vase_0050_x25_y100_aug_48_190,-170,151,vase_0050_x25_y100
chair_0241_x150_y95_aug_49_190,-170,-156,chair_0241_x150_y95
bottle_0140_x85_y25_aug_0_195,-162,-130,bottle_0140_x85_y25
cup_0053_x150_y20_aug_1_195,-162,96,cup_0053_x150_y20
bottle_0205_x175_y35_aug_2_195,-165,-166,bottle_0205_x175_y35
bowl_0068_x65_y110_aug_3_195,-163,-9,bowl_0068_x65_y110
stairs_0053_x175_y5_aug_4_195,-164,-128,stairs_0053_x175_y5
bookshelf_0107_x10_y130_aug_5_195,-165,30,bookshelf_0107_x10_y130
bowl_0031_x80_y160_aug_6_195,-162,-80,bowl_0031_x80_y160
chair_0706_x30_y85_aug_7_195,-164,123,chair_0706_x30_y85
tent_0180_x140_y175_aug_8_195,-161,-152,tent_0180_x140_y175
bookshelf_0564_x25_y155_aug_9_195,-164,-83,bookshelf_0564_x25_y155
vase_0482_x140_y60_aug_10_195,-161,156,vase_0482_x140_y60
chair_0545_x130_y90_aug_11_195,-161,-73,chair_0545_x130_y90
stool_0057_x105_y160_aug_12_195,-165,-177,stool_0057_x105_y160
bowl_0061_x165_y45_aug_13_195,-162,-98,bowl_0061_x165_y45
bottle_0205_x85_y90_aug_14_195,-162,19,bottle_0205_x85_y90
vase_0090_x15_y15_aug_15_195,-161,-119,vase_0090_x15_y15
sofa_0541_x165_y15_aug_16_195,-165,135,sofa_0541_x165_y15
bed_0275_x15_y20_aug_17_195,-161,-21,bed_0275_x15_y20
bottle_0344_x55_y60_aug_18_195,-163,-76,bottle_0344_x55_y60
lamp_0107_x15_y0_aug_19_195,-165,8,lamp_0107_x15_y0
bookshelf_0265_x70_y45_aug_20_195,-163,-98,bookshelf_0265_x70_y45
cone_0090_x105_y65_aug_21_195,-161,136,cone_0090_x105_y65
vase_0069_x50_y20_aug_22_195,-165,-15,vase_0069_x50_y20
sofa_0515_x140_y165_aug_23_195,-165,43,sofa_0515_x140_y165
bottle_0095_x115_y65_aug_24_195,-165,152,bottle_0095_x115_y65
vase_0369_x130_y155_aug_25_195,-162,-62,vase_0369_x130_y155
cone_0063_x15_y5_aug_26_195,-161,146,cone_0063_x15_y5
bathtub_0015_x170_y95_aug_27_195,-162,53,bathtub_0015_x170_y95
vase_0332_x115_y175_aug_28_195,-161,-89,vase_0332_x115_y175
vase_0090_x140_y75_aug_29_195,-162,85,vase_0090_x140_y75
vase_0332_x60_y20_aug_30_195,-163,30,vase_0332_x60_y20
cone_0143_x5_y130_aug_31_195,-162,118,cone_0143_x5_y130
vase_0369_x120_y170_aug_32_195,-163,147,vase_0369_x120_y170
mantel_0144_x165_y65_aug_33_195,-161,43,mantel_0144_x165_y65
piano_0135_x130_y130_aug_34_195,-161,-7,piano_0135_x130_y130
stool_0057_x155_y40_aug_35_195,-162,51,stool_0057_x155_y40
bench_0175_x95_y140_aug_36_195,-164,29,bench_0175_x95_y140
bookshelf_0564_x55_y175_aug_37_195,-165,160,bookshelf_0564_x55_y175
cup_0065_x145_y130_aug_38_195,-164,26,cup_0065_x145_y130
curtain_0011_x5_y0_aug_39_195,-164,-176,curtain_0011_x5_y0
bowl_0050_x170_y105_aug_40_195,-165,23,bowl_0050_x170_y105
vase_0379_x0_y65_aug_41_195,-164,-157,vase_0379_x0_y65
toilet_0357_x95_y120_aug_42_195,-164,63,toilet_0357_x95_y120
vase_0482_x160_y160_aug_43_195,-161,175,vase_0482_x160_y160
vase_0458_x105_y150_aug_44_195,-161,-42,vase_0458_x105_y150
vase_0160_x50_y10_aug_45_195,-162,40,vase_0160_x50_y10
bowl_0050_x10_y20_aug_46_195,-164,-25,bowl_0050_x10_y20
chair_0395_x40_y15_aug_47_195,-165,85,chair_0395_x40_y15
bowl_0061_x5_y145_aug_48_195,-164,-23,bowl_0061_x5_y145
vase_0510_x25_y20_aug_49_195,-165,-114,vase_0510_x25_y20
dresser_0115_x140_y115_aug_0_200,-159,135,dresser_0115_x140_y115
bookshelf_0343_x25_y120_aug_1_200,-158,41,bookshelf_0343_x25_y120
chair_0545_x45_y130_aug_2_200,-157,-163,chair_0545_x45_y130
bed_0275_x130_y110_aug_3_200,-158,40,bed_0275_x130_y110
chair_0610_x65_y30_aug_4_200,-156,25,chair_0610_x65_y30
bookshelf_0265_x145_y150_aug_5_200,-160,85,bookshelf_0265_x145_y150
dresser_0248_x160_y40_aug_6_200,-160,161,dresser_0248_x160_y40
vase_0247_x60_y130_aug_7_200,-160,67,vase_0247_x60_y130
vase_0247_x50_y90_aug_8_200,-158,148,vase_0247_x50_y90
chair_0689_x30_y55_aug_9_200,-157,71,chair_0689_x30_y55
bottle_0207_x10_y155_aug_10_200,-158,176,bottle_0207_x10_y155
vase_0515_x10_y45_aug_11_200,-159,-133,vase_0515_x10_y45
bowl_0068_x160_y125_aug_12_200,-159,-132,bowl_0068_x160_y125
mantel_0144_x150_y150_aug_13_200,-158,53,mantel_0144_x150_y150
vase_0275_x90_y0_aug_14_200,-158,40,vase_0275_x90_y0
curtain_0050_x100_y85_aug_15_200,-157,-138,curtain_0050_x100_y85
lamp_0025_x25_y165_aug_16_200,-156,-104,lamp_0025_x25_y165
vase_0109_x30_y145_aug_17_200,-160,-160,vase_0109_x30_y145
table_0449_x140_y125_aug_18_200,-158,47,table_0449_x140_y125
bowl_0053_x140_y135_aug_19_200,-158,31,bowl_0053_x140_y135
vase_0411_x50_y100_aug_20_200,-157,-47,vase_0411_x50_y100
bottle_0161_x50_y5_aug_21_200,-159,-110,bottle_0161_x50_y5
cup_0065_x75_y60_aug_22_200,-156,-20,cup_0065_x75_y60
curtain_0143_x35_y130_aug_23_200,-158,-140,curtain_0143_x35_y130
chair_0706_x110_y65_aug_24_200,-159,154,chair_0706_x110_y65
dresser_0115_x85_y150_aug_25_200,-157,151,dresser_0115_x85_y150
vase_0332_x175_y15_aug_26_200,-158,-152,vase_0332_x175_y15
vase_0510_x120_y100_aug_27_200,-158,-156,vase_0510_x120_y100
bottle_0301_x95_y60_aug_28_200,-160,55,bottle_0301_x95_y60
sofa_0011_x155_y115_aug_29_200,-159,113,sofa_0011_x155_y115
vase_0369_x50_y125_aug_30_200,-156,-125,vase_0369_x50_y125
bathtub_0041_x100_y40_aug_31_200,-160,-75,bathtub_0041_x100_y40
laptop_0045_x130_y175_aug_32_200,-159,-72,laptop_0045_x130_y175
bench_0175_x65_y175_aug_33_200,-160,141,bench_0175_x65_y175
vase_0203_x35_y50_aug_34_200,-156,-84,vase_0203_x35_y50
cup_0022_x35_y60_aug_35_200,-156,-114,cup_0022_x35_y60
sofa_0515_x0_y70_aug_36_200,-156,-136,sofa_0515_x0_y70
vase_0543_x140_y100_aug_37_200,-160,27,vase_0543_x140_y100
dresser_0248_x0_y5_aug_38_200,-157,74,dresser_0248_x0_y5
bench_0091_x5_y95_aug_39_200,-159,-178,bench_0091_x5_y95
bottle_0161_x5_y60_aug_40_200,-156,10,bottle_0161_x5_y60
chair_0606_x95_y70_aug_41_200,-159,-49,chair_0606_x95_y70
sofa_0478_x20_y85_aug_42_200,-156,66,sofa_0478_x20_y85
tent_0180_x70_y45_aug_43_200,-158,-165,tent_0180_x70_y45
dresser_0115_x0_y155_aug_44_200,-156,-105,dresser_0115_x0_y155
vase_0458_x15_y110_aug_45_200,-158,146,vase_0458_x15_y110
sofa_0554_x165_y100_aug_46_200,-156,154,sofa_0554_x165_y100
sofa_0715_x165_y155_aug_47_200,-156,-12,sofa_0715_x165_y155
table_0044_x80_y170_aug_48_200,-158,-174,table_0044_x80_y170
lamp_0107_x0_y25_aug_49_200,-157,116,lamp_0107_x0_y25
bench_0091_x165_y145_aug_0_205,-155,6,bench_0091_x165_y145
cup_0053_x150_y20_aug_1_205,-152,95,cup_0053_x150_y20
bench_0175_x90_y10_aug_2_205,-153,-88,bench_0175_x90_y10
sofa_0011_x95_y30_aug_3_205,-153,151,sofa_0011_x95_y30
bench_0091_x135_y155_aug_4_205,-151,-47,bench_0091_x135_y155
vase_0543_x70_y170_aug_5_205,-155,-179,vase_0543_x70_y170
vase_0109_x90_y40_aug_6_205,-151,141,vase_0109_x90_y40
bottle_0095_x15_y100_aug_7_205,-154,4,bottle_0095_x15_y100
bench_0175_x10_y80_aug_8_205,-153,-146,bench_0175_x10_y80
bed_0275_x130_y25_aug_9_205,-153,35,bed_0275_x130_y25
tent_0132_x115_y70_aug_10_205,-151,138,tent_0132_x115_y70
car_0286_x110_y110_aug_11_205,-151,108,car_0286_x110_y110
vase_0285_x15_y80_aug_12_205,-155,148,vase_0285_x15_y80
vase_0174_x15_y145_aug_13_205,-155,64,vase_0174_x15_y145
bench_0121_x125_y85_aug_14_205,-153,166,bench_0121_x125_y85
chair_0039_x80_y5_aug_15_205,-152,6,chair_0039_x80_y5
cup_0076_x5_y40_aug_16_205,-153,-146,cup_0076_x5_y40
bathtub_0122_x95_y0_aug_17_205,-152,148,bathtub_0122_x95_y0
chair_0117_x150_y20_aug_18_205,-153,-66,chair_0117_x150_y20
cup_0022_x55_y75_aug_19_205,-152,-59,cup_0022_x55_y75
sofa_0011_x40_y150_aug_20_205,-153,33,sofa_0011_x40_y150
laptop_0045_x125_y30_aug_21_205,-153,-60,laptop_0045_x125_y30
car_0286_x75_y45_aug_22_205,-152,-98,car_0286_x75_y45
vase_0369_x55_y95_aug_23_205,-152,-47,vase_0369_x55_y95
cone_0071_x110_y150_aug_24_205,-151,-65,cone_0071_x110_y150
vase_0369_x20_y145_aug_25_205,-155,-80,vase_0369_x20_y145
cup_0022_x175_y70_aug_26_205,-154,159,cup_0022_x175_y70
bottle_0019_x15_y45_aug_27_205,-154,-99,bottle_0019_x15_y45
vase_0069_x25_y90_aug_28_205,-154,-53,vase_0069_x25_y90
bottle_0122_x115_y150_aug_29_205,-154,-54,bottle_0122_x115_y150
cup_0025_x140_y160_aug_30_205,-154,-93,cup_0025_x140_y160
vase_0515_x10_y50_aug_31_205,-154,-47,vase_0515_x10_y50
chair_0610_x45_y30_aug_32_205,-151,146,chair_0610_x45_y30
sofa_0011_x40_y150_aug_33_205,-154,-43,sofa_0011_x40_y150
cup_0081_x100_y25_aug_34_205,-155,105,cup_0081_x100_y25
vase_0543_x110_y0_aug_35_205,-153,-23,vase_0543_x110_y0
bookshelf_0107_x115_y115_aug_36_205,-152,143,bookshelf_0107_x115_y115
door_0001_x75_y80_aug_37_205,-153,70,door_0001_x75_y80
laptop_0121_x155_y145_aug_38_205,-152,-125,laptop_0121_x155_y145
sofa_0216_x65_y30_aug_39_205,-155,-166,sofa_0216_x65_y30
vase_0199_x60_y55_aug_40_205,-153,73,vase_0199_x60_y55
bed_0275_x25_y45_aug_41_205,-152,-13,bed_0275_x25_y45
bottle_0140_x160_y0_aug_42_205,-153,93,bottle_0140_x160_y0
bench_0175_x85_y125_aug_43_205,-153,55,bench_0175_x85_y125
bowl_0050_x115_y90_aug_44_205,-155,66,bowl_0050_x115_y90
lamp_0083_x60_y165_aug_45_205,-152,27,lamp_0083_x60_y165
sink_0031_x150_y55_aug_46_205,-151,173,sink_0031_x150_y55
chair_0241_x20_y170_aug_47_205,-155,-133,chair_0241_x20_y170
bowl_0052_x25_y25_aug_48_205,-152,113,bowl_0052_x25_y25
vase_0196_x35_y100_aug_49_205,-151,19,vase_0196_x35_y100
bottle_0382_x155_y150_aug_0_210,-149,25,bottle_0382_x155_y150
bench_0078_x5_y45_aug_1_210,-148,158,bench_0078_x5_y45
bowl_0068_x0_y125_aug_2_210,-150,-92,bowl_0068_x0_y125
laptop_0045_x175_y40_aug_3_210,-148,145,laptop_0045_x175_y40
vase_0109_x65_y75_aug_4_210,-149,156,vase_0109_x65_y75
vase_0090_x35_y145_aug_5_210,-149,-2,vase_0090_x35_y145
bowl_0081_x35_y175_aug_6_210,-150,-53,bowl_0081_x35_y175
mantel_0144_x40_y35_aug_7_210,-148,-27,mantel_0144_x40_y35
bed_0163_x90_y175_aug_8_210,-146,121,bed_0163_x90_y175
cone_0078_x160_y90_aug_9_210,-146,-59,cone_0078_x160_y90
vase_0458_x25_y70_aug_10_210,-148,6,vase_0458_x25_y70
cup_0053_x160_y155_aug_11_210,-146,176,cup_0053_x160_y155
vase_0203_x35_y50_aug_12_210,-150,20,vase_0203_x35_y50
tent_0180_x30_y40_aug_13_210,-147,-19,tent_0180_x30_y40
toilet_0281_x65_y150_aug_14_210,-147,60,toilet_0281_x65_y150
curtain_0050_x135_y65_aug_15_210,-146,47,curtain_0050_x135_y65
cup_0053_x140_y30_aug_16_210,-146,-170,cup_0053_x140_y30
laptop_0045_x170_y115_aug_17_210,-150,-37,laptop_0045_x170_y115
bowl_0052_x115_y110_aug_18_210,-149,122,bowl_0052_x115_y110
chair_0014_x40_y10_aug_19_210,-146,-159,chair_0014_x40_y10
sofa_0256_x90_y150_aug_20_210,-146,-45,sofa_0256_x90_y150
vase_0109_x175_y80_aug_21_210,-149,20,vase_0109_x175_y80
vase_0131_x145_y165_aug_22_210,-148,-13,vase_0131_x145_y165
bottle_0095_x165_y150_aug_23_210,-149,-100,bottle_0095_x165_y150
bookshelf_0259_x135_y10_aug_24_210,-146,-113,bookshelf_0259_x135_y10
bottle_0270_x125_y155_aug_25_210,-147,43,bottle_0270_x125_y155
bench_0175_x95_y140_aug_26_210,-146,112,bench_0175_x95_y140
cup_0076_x135_y50_aug_27_210,-148,-127,cup_0076_x135_y50
bowl_0061_x5_y145_aug_28_210,-146,59,bowl_0061_x5_y145
tent_0180_x50_y175_aug_29_210,-148,28,tent_0180_x50_y175
sofa_0011_x85_y5_aug_30_210,-149,83,sofa_0011_x85_y5
toilet_0357_x0_y40_aug_31_210,-149,-162,toilet_0357_x0_y40
bookshelf_0265_x20_y90_aug_32_210,-150,123,bookshelf_0265_x20_y90
vase_0332_x70_y15_aug_33_210,-146,167,vase_0332_x70_y15
vase_0285_x125_y145_aug_34_210,-150,45,vase_0285_x125_y145
sofa_0554_x130_y125_aug_35_210,-150,-23,sofa_0554_x130_y125
vase_0262_x145_y155_aug_36_210,-148,1,vase_0262_x145_y155
table_0449_x20_y45_aug_37_210,-150,60,table_0449_x20_y45
chair_0039_x170_y25_aug_38_210,-148,-9,chair_0039_x170_y25
curtain_0050_x70_y95_aug_39_210,-148,-157,curtain_0050_x70_y95
cone_0143_x70_y130_aug_40_210,-150,-112,cone_0143_x70_y130
cup_0083_x105_y135_aug_41_210,-146,-161,cup_0083_x105_y135
bottle_0395_x160_y75_aug_42_210,-147,174,bottle_0395_x160_y75
chair_0897_x120_y165_aug_43_210,-150,158,chair_0897_x120_y165
sofa_0515_x130_y5_aug_44_210,-149,74,sofa_0515_x130_y5
chair_0014_x5_y90_aug_45_210,-147,52,chair_0014_x5_y90
cup_0095_x160_y100_aug_46_210,-148,-173,cup_0095_x160_y100
dresser_0018_x100_y60_aug_47_210,-148,-65,dresser_0018_x100_y60
chair_0466_x75_y5_aug_48_210,-148,90,chair_0466_x75_y5
xbox_0026_x170_y115_aug_49_210,-150,-113,xbox_0026_x170_y115
vase_0131_x55_y0_aug_0_215,-145,140,vase_0131_x55_y0
chair_0545_x40_y120_aug_1_215,-144,-51,chair_0545_x40_y120
cup_0022_x15_y15_aug_2_215,-143,6,cup_0022_x15_y15
chair_0028_x115_y20_aug_3_215,-144,-56,chair_0028_x115_y20
vase_0196_x150_y125_aug_4_215,-144,100,vase_0196_x150_y125
sofa_0515_x130_y65_aug_5_215,-141,-11,sofa_0515_x130_y65
bench_0122_x50_y90_aug_6_215,-142,95,bench_0122_x50_y90
bowl_0050_x105_y130_aug_7_215,-141,75,bowl_0050_x105_y130
vase_0190_x130_y35_aug_8_215,-142,87,vase_0190_x130_y35
sofa_0515_x85_y90_aug_9_215,-145,-170,sofa_0515_x85_y90
vase_0275_x0_y25_aug_10_215,-144,-159,vase_0275_x0_y25
sofa_0554_x25_y30_aug_11_215,-145,48,sofa_0554_x25_y30
toilet_0281_x165_y70_aug_12_215,-141,85,toilet_0281_x165_y70
vase_0190_x40_y110_aug_13_215,-144,124,vase_0190_x40_y110
bookshelf_0343_x130_y125_aug_14_215,-145,-72,bookshelf_0343_x130_y125
chair_0145_x20_y70_aug_15_215,-144,2,chair_0145_x20_y70
bowl_0042_x65_y105_aug_16_215,-141,-95,bowl_0042_x65_y105
bookshelf_0343_x45_y45_aug_17_215,-142,-163,bookshelf_0343_x45_y45
car_0286_x5_y15_aug_18_215,-145,120,car_0286_x5_y15
dresser_0255_x70_y20_aug_19_215,-141,141,dresser_0255_x70_y20
chair_0117_x5_y165_aug_20_215,-143,37,chair_0117_x5_y165
sofa_0478_x85_y80_aug_21_215,-143,131,sofa_0478_x85_y80
mantel_0066_x170_y170_aug_22_215,-144,95,mantel_0066_x170_y170
cup_0076_x135_y50_aug_23_215,-142,-50,cup_0076_x135_y50
chair_0039_x160_y165_aug_24_215,-144,-61,chair_0039_x160_y165
toilet_0357_x95_y120_aug_25_215,-144,81,toilet_0357_x95_y120
bookshelf_0259_x110_y0_aug_26_215,-145,29,bookshelf_0259_x110_y0
bottle_0122_x50_y165_aug_27_215,-141,73,bottle_0122_x50_y165
vase_0275_x0_y175_aug_28_215,-145,91,vase_0275_x0_y175
chair_0397_x155_y30_aug_29_215,-145,149,chair_0397_x155_y30
vase_0193_x160_y60_aug_30_215,-143,-103,vase_0193_x160_y60
chair_0397_x20_y175_aug_31_215,-144,38,chair_0397_x20_y175
sofa_0478_x65_y55_aug_32_215,-145,-13,sofa_0478_x65_y55
table_0111_x110_y155_aug_33_215,-142,143,table_0111_x110_y155
chair_0386_x160_y140_aug_34_215,-141,8,chair_0386_x160_y140
person_0013_x175_y60_aug_35_215,-143,12,person_0013_x175_y60
car_0286_x125_y145_aug_36_215,-145,163,car_0286_x125_y145
cup_0050_x20_y5_aug_37_215,-145,123,cup_0050_x20_y5
chair_0928_x115_y10_aug_38_215,-143,162,chair_0928_x115_y10
bowl_0061_x40_y100_aug_39_215,-145,18,bowl_0061_x40_y100
chair_0610_x150_y140_aug_40_215,-144,84,chair_0610_x150_y140
bowl_0081_x115_y170_aug_41_215,-144,12,bowl_0081_x115_y170
cup_0076_x170_y95_aug_42_215,-145,-59,cup_0076_x170_y95
chair_0606_x110_y90_aug_43_215,-141,-121,chair_0606_x110_y90
vase_0285_x125_y0_aug_44_215,-144,139,vase_0285_x125_y0
vase_0510_x130_y170_aug_45_215,-142,86,vase_0510_x130_y170
bottle_0382_x85_y15_aug_46_215,-145,137,bottle_0382_x85_y15
vase_0515_x120_y35_aug_47_215,-142,-85,vase_0515_x120_y35
bed_0163_x55_y110_aug_48_215,-145,-72,bed_0163_x55_y110
xbox_0089_x0_y175_aug_49_215,-144,-9,xbox_0089_x0_y175
sofa_0502_x80_y65_aug_0_220,-140,-98,sofa_0502_x80_y65
cup_0083_x15_y100_aug_1_220,-138,180,cup_0083_x15_y100
bottle_0395_x80_y70_aug_2_220,-140,-155,bottle_0395_x80_y70
chair_0298_x150_y30_aug_3_220,-136,-74,chair_0298_x150_y30
bed_0275_x160_y160_aug_4_220,-136,148,bed_0275_x160_y160
bed_0275_x130_y25_aug_5_220,-138,138,bed_0275_x130_y25
vase_0050_x110_y45_aug_6_220,-137,-132,vase_0050_x110_y45
cone_0090_x105_y65_aug_7_220,-137,-49,cone_0090_x105_y65
sofa_0395_x90_y150_aug_8_220,-137,-20,sofa_0395_x90_y150
bowl_0068_x35_y20_aug_9_220,-136,-25,bowl_0068_x35_y20
laptop_0121_x115_y155_aug_10_220,-140,91,laptop_0121_x115_y155
sofa_0478_x5_y125_aug_11_220,-138,116,sofa_0478_x5_y125
bowl_0011_x140_y95_aug_12_220,-137,-101,bowl_0011_x140_y95
sink_0031_x100_y15_aug_13_220,-137,-52,sink_0031_x100_y15
cup_0053_x55_y100_aug_14_220,-136,173,cup_0053_x55_y100
bookshelf_0265_x155_y40_aug_15_220,-139,32,bookshelf_0265_x155_y40
bookshelf_0564_x20_y160_aug_16_220,-136,155,bookshelf_0564_x20_y160
vase_0262_x30_y25_aug_17_220,-138,-36,vase_0262_x30_y25
cone_0143_x65_y80_aug_18_220,-139,158,cone_0143_x65_y80
chair_0289_x70_y160_aug_19_220,-137,156,chair_0289_x70_y160
cup_0071_x50_y155_aug_20_220,-136,-109,cup_0071_x50_y155
vase_0311_x70_y5_aug_21_220,-138,71,vase_0311_x70_y5
bench_0122_x80_y90_aug_22_220,-137,-72,bench_0122_x80_y90
laptop_0121_x15_y25_aug_23_220,-138,159,laptop_0121_x15_y25
laptop_0045_x125_y90_aug_24_220,-137,-168,laptop_0045_x125_y90
vase_0311_x140_y75_aug_25_220,-139,-99,vase_0311_x140_y75
sink_0031_x150_y95_aug_26_220,-140,180,sink_0031_x150_y95
table_0457_x45_y170_aug_27_220,-137,-25,table_0457_x45_y170
sofa_0395_x10_y25_aug_28_220,-140,11,sofa_0395_x10_y25
vase_0123_x115_y140_aug_29_220,-139,40,vase_0123_x115_y140
bottle_0207_x15_y70_aug_30_220,-136,-175,bottle_0207_x15_y70
cone_0090_x20_y80_aug_31_220,-138,-133,cone_0090_x20_y80
cup_0083_x15_y100_aug_32_220,-136,-95,cup_0083_x15_y100
chair_0028_x100_y75_aug_33_220,-139,-33,chair_0028_x100_y75
lamp_0025_x20_y90_aug_34_220,-136,-146,lamp_0025_x20_y90
mantel_0066_x5_y80_aug_35_220,-138,-14,mantel_0066_x5_y80
chair_0466_x130_y20_aug_36_220,-140,129,chair_0466_x130_y20
mantel_0144_x40_y35_aug_37_220,-139,63,mantel_0144_x40_y35
chair_0605_x150_y10_aug_38_220,-137,170,chair_0605_x150_y10
chair_0545_x135_y105_aug_39_220,-139,-116,chair_0545_x135_y105
vase_0196_x125_y130_aug_40_220,-137,90,vase_0196_x125_y130
vase_0131_x50_y100_aug_41_220,-137,-5,vase_0131_x50_y100
bathtub_0122_x85_y25_aug_42_220,-136,-81,bathtub_0122_x85_y25
